#CODE;RUSSIAN;x
EVTOPTC100160;Мне не нужна помощь, скоро эта война будет выиграна!;x
EVTDESC100161;Мой дорогой друг, с тяжелым сердцем прошу Вас помочь мне, присоединившись к моей войне. Смею признать, эта война проходит не так, как хотелось, и я очень нуждаюсь в поддержке Ваших войск, оружия и припасов.\nС надеждой,\nВаш друг,\n [From.GetTitledFirstName];x
EVTOPTA100161;Я не подведу!;x
EVTTOOLTIP100163;С радостью примет любую помощь, какую [This.GetSheHe] может предложить;x
EVTOPTB100161;Я отправлю деньги, это должно помочь.;x
EVTOPTC100161;На данный момент, я ничем не могу помочь.;x
EVTTOOLTIP100164;[This.GetSheHe] разочарован(а) тем, что [Root.GetTitledFirstName] не может помочь;x
EVTDESC100162;[Root.GetTitledFirstName], мне никогда бы раньше не пришло в голову, что я буду стыдливо просить денег у друга. Но война угрожает осушить мою казну. Прошу Вас, как друг друга о небольшой денежной помощи ради победы в войне.\nГлубоко благодарю Вас заранее,\nВаш друг,\n [From.GetTitledFirstName];x
EVTOPTA100162;Надеюсь, эта небольшая сумма поможет.;x
EVTOPTB100162;Если всё так плохо, то лучше присоединюсь к этой войне.;x
EVTOPTC100162;У меня связаны руки, я не могу ничем помочь.;x
EVTDESC100163;Моё письмо, адресат которого - [From.GetTitledFirstName], могло потеряться по дороге, и честно говоря, иногда я желаю, чтобы так оно и было. Стыд от того, что мне приходится просить о помощи друга грызёт меня до сих пор. Но вот [From.GetTitledFirstName] наконец шлёт свой ответ...;x
EVTOPTA100163;[From.GetSheHeCap] присоединяется к войне!;x
EVTOPTB100163;[From.GetSheHeCap] присылает мне золото для армии!;x
EVTDESC100164;[From.GetTitledFirstName], мои обязанности, семья, вассалы не позволяют Вам помочь в данный момент. Я надеюсь, что ситуация повернется в Вашу пользу, и желаю Вам, как можно быстрее выиграть войну.\nС надеждой на понимание,\nВаш друг,\n [From.GetTitledFirstName];x
EVTOPTA100164;Я справлюсь, так или иначе...;x
EVTDESC100170;"Друг моего друга - мой друг" - это один из принципов, по которому Вы стараетесь жить. И теперь, когда друг представляет Вам своего друга, Вы проникаетесь к нему симпатией.;x
EVTOPTA100170;Надеюсь мы станем друзьями!;x
EVTTOOLTIP100171;[Root.GetTitledFirstName] надеется, что [Root.GetSheHe] и [This.GetTitledFirstName] станут друзьями;x
EVTTOOLTIP100172;Друг персонажа [Root.GetTitledFirstName], [This.GetTitledFirstName], рад(а), что [This.GetHersHis] друзья дружат.;x
EVTOPTB100170;У нас общий друг, но это вовсе не значит, что мы должны дружить.;x
EVTTOOLTIP100173;[This.GetTitledFirstName] расстраивается из-за нежелания персонажа [Root.GetTitledFirstName] дружить.;x
EVTDESC100171;Я питаю большие надежды на то, что [From.GetTitledFirstName] и мой друг поладят после того, как я их познакомлю. Надеюсь, они станут верными друзьями, чтобы мы могли проводить время втроем.;x
EVTOPTA100171;Жаль, что [From.GetTitledFirstName] не жалует моего друга.;x
EVTTOOLTIPA100171;[This.GetTitledFirstName] (мой друг) решает игнорировать персонажа [From.GetTitledFirstName].;x
EVTOPTB100171;Они прекрасно провели время вместе!;x
EVTDESC100172;Меня и [From.GetTitledFirstName] познакомил наш общий друг и мы общались довольно долго. У нас были разногласия и споры, но теперь мы нашли общий язык и я начинаю получать удовольствие. [From.GetTitledFirstName] кажется порядочным человеком.;x
EVTOPTA100172;Если мы поговорим еще раз, я буду только за.;x
EVTTOOLTIPA100174;[Root.GetTitledFirstName] и [This.GetTitledFirstName] стали друзьями;x
EVTOPTB100172;Мне не нравится [From.GetSheHe] и [From.GetHersHis] взгляды!;x
EVTTOOLTIP100175;[Root.GetTitledFirstName] и [This.GetTitledFirstName] стали врагами;x
EVTOPTC100172;Хороший человек, но я не хочу видеть [From.GetHersHis] своим другом.;x
EVTTOOLTIPB100174;[Root.GetTitledFirstName] и [This.GetTitledFirstName] не смогли стать друзьями;x
EVTDESC100173;Мы поговорили, и теперь понятно, что у нас почти ничего общего, [From.GetTitledFirstName] - ужасный человек, и мне не хотелось бы, чтобы мы снова общались. Наш общий друг не в восторге, но относится к этому с пониманием.;x
EVTOPTA100173;Не знакомьте меня больше со своими "друзьями".;x
EVTDESC100174;[From.GetTitledFirstName] - неплохой человек. У нас были споры и разногласия, но затем мы нашли общий язык. Я не забуду поблагодарить моего друга за это знакомство, давно не доводилось встречать такого интересного человека!;x
EVTOPTA100174;[From.GetTitledFirstName], что скажете? Друзья навеки?;x
EVTOPTB100174;[From.GetTitledFirstName] не думает, что мы подружимся.;x
opinion_rejected_friend;Отверг мою дружбу;x
EVTDESC100175;Я не знаю, когда это случилось. Возможно тогда, когда мы заговорили об обращении с крестьянами. Но теперь [From.GetTitledFirstName] мне совсем не нравится. И чем больше мы говорили, тем очевиднее это становилось. Мы никогда не будем друзьями.;x
EVTOPTA100175;Вы мне совсем не нравитесь!;x
opinion_accepted_religion;Признал мою религию;x
opinion_happy_convertion;Счастлив за обратившегося друга;x
opinion_wrong_religion;Другая религия;x
EVTDESC100180;Сегодня трудно быть истинно верующим, но мой друг по-настоящему меня шокировал, когда мне удалось узнать, что мы не одной и той же религии. Мой дорогой друг - еретик!;x
EVTOPTA100180;Мой долг -  попытаться обратить друга в истинную веру!;x
EVTTOOLTIP100181;[Root.GetTitledFirstName] пытается обратить персонажа [This.GetTitledFirstName] в [Root.Religion.GetName];x
EVTOPTB100180;Кого заботит эта религия? Не меня!;x
EVTTOOLTIP100182;[Root.GetTitledFirstName] признаёт, что [This.GetTitledFirstName] исповедует [This.Religion.GetName];x
EVTOPTC100180;Мне следует больше узнать об этой религии.;x
EVTTOOLTIP100183;Интерес персонажа [Root.GetTitledFirstName] к вере [This.Religion.GetName] радует персонажа [This.GetTitledFirstName];x
EVTOPTD100180;Я не буду дружить с еретиком!;x
EVTTOOLTIP100184;[Root.GetTitledFirstName] больше не дружит с персонажем [This.GetTitledFirstName];x
EVTOPTE100180;Религия друга, кажется, лучше, чем моя.;x
EVTDESC100181;[From.GetTitledFirstName] считает, что [From.Religion.GetName] - истинная вера, поэтому услышав, что моя религия - [Root.Religion.GetName], [From.GetSheHe] решает вступить в спор. После долгих, жарких дискуссий, обдумывания недостатков и преимуществ наших религий я решаю...;x
EVTOPTA100181;...сохранить свою веру, но потерять друга;x
EVTTOOLTIP100185;[Root.GetTitledFirstName] не может быть другом того, кто не уважает [Root.GetHersHis] религию;x
EVTOPTB100181;...сохранить друга и принять [From.Religion.GetName];x
EVTTOOLTIP100186;[Root.GetTitledFirstName] принимает [From.Religion.GetName];x
EVTOPTC100181;...сохранить и веру, и друга;x
EVTDESC100182;Меня терзали сомнения по поводу того, что может сказать [From.GetTitledFirstName] после того, как я сообщу [From.GetHerHim], что исповедую [Root.Religion.GetName] и что никогда не предам свою веру. Но [From.GetTitledFirstName] - более понимающий человек, чем мне казалось, и после нескольких вопросов [From.GetSheHe] даёт понять, что признаёт меня и мою религию.;x
EVTOPTA100182;Такого друга, как Вы, [From.GetTitledFirstName], трудно найти.;x
EVTDESC100183;[From.GetTitledFirstName] задаёт много вопросов - [From.GetHersHis] интересует [Root.Religion.GetName] и [Root.Religion.GetRandomGodName]. Хорошо, когда можно поговорить о моей религии и о Боге без осуждения. Мне удалось ответить на все вопросы так хорошо, как только можно.;x
EVTOPTA100183;Благодарю Вас за то, что не осуждаете мою веру.;x
EVTOPTB100183;...[From.GetTitledFirstName] все-таки принимает [Root.Religion.GetName]!;x
EVTDESC100184;Всё произошло согласно моим опасениям - [From.GetTitledFirstName] не признаёт то, что я исповедую [Root.Religion.GetName], и осуждает меня и мою веру. Я пытаюсь убедить [From.GetHersHis] и рассказать [From.GetHerHim] о сходствах наших религий, но [From.GetSheHe] меня не слушает.;x
EVTOPTA100184;[From.GetTitledFirstName] не хочет быть другом еретика.;x
EVTDESC100185;Я говорю, обсуждаю, спорю, но [From.GetTitledFirstName] стоит на своём! Ничто не может убедить [From.GetHerHim] отказаться от еретических путей и обратить свой взор на истинную веру, [Root.Religion.GetName]. Наши разногласия по поводу религии так и не разрешились. [From.GetTitledFirstName] говорит, что мы больше не друзья.;x
EVTOPTA100185;Мы больше не можем быть друзьями.;x
EVTDESC100186;"Разница между ними в том, что..."\n[From.GetTitledFirstName] слушает мои поучения о религии. Я пытаюсь объяснить [From.GetHerHim], почему исповедовать [From.Religion.GetName] сейчас и в этом возрасте - плохая идея.;x
EVTOPTA100186;[From.GetTitledFirstName] принимает [Root.Religion.GetName].;x
EVTOPTB100186;[From.GetTitledFirstName] игнорирует мои поучения.;x
EVTDESC100190;Мне нужна помощь с очень личным делом, но я надеюсь, что даже [Root.GetChancellorName] о нём не узнает. Есть те, кто считает, что мне не хватает тактичности и, я боюсь, они правы. Теперь мне действительно нужна дипломатичность или [Root.GetManWomanOpp]а, шантажируя меня, сможет распространить ложь обо мне, против которой я ничего не смогу сделать.;x
EVTOPTA100190;Мой дипломатичный друг, не могли бы Вы помочь мне?;x
EVTTOOLTIP100191;[Root.GetTitledFirstName] просит персонажа [This.GetTitledFirstName] о помощи с вымогателем;x
EVTOPTB100190;Никто не должен узнать об этом, даже мои друзья!;x
EVTDESC100191;Ходили слухи о том, что [From.GetManWomanOpp]а угрожает кому-то шантажём, а теперь мой друг [From.GetTitledFirstName] просит меня о помощи - оказывается угрожают [From.GetHerHim]. [From.GetSheHeCap] плохо разбирается в переговорах, и, насколько бы отчаянным не было [From.GetHersHis] положение, скорее всего, плохо справится с этой ситуацией.;x
EVTOPTA100191;Помогу, чем смогу!;x
EVTTOOLTIP100192;[Root.GetTitledFirstName] решает помочь персонажу [This.GetTitledFirstName] с шантажом, который [This.GetHerHim] грозит.;x
EVTOPTB100191;Не втягивайте меня в подобные дела!;x
EVTTOOLTIP100193;вынужден справиться с шантажистом без помощи персонажа [Root.GetTitledFirstName];x
EVTOPTC100191;Шантажист не в своём уме, я хочу награду за свои усилия.;x
EVTTOOLTIP100194;Шантажист сошел с ума, если Вам нужна моя помощь, то хочу награду;x
EVTDESC100192;Я и [From.GetTitledFirstName] смогли остановить безумного шантажиста и распространителя злонамеренных слухов обо мне. Для этого потребовались все усилия, все наши совместные дипломатические навыки и даже небольшая взятка. Вымогатель пообещал прекратить распространять слухи и оставить меня в покое.;x
EVTOPTA100192;Наконец-то с этим покончено!;x
EVTDESC100193;[From.GetTitledFirstName] отказывает мне в помощи. Я не в состоянии остановить распространение злых слухов о себе без н[From.GetHersHis]. Теперь каждый думает, что я действительно имею отношение к этим ужасным вещам! О, [Root.Religion.GetRandomGodName]! Ну почему?!;x
EVTOPTA100193;Мне так стыдно, я не знаю, что делать.;x
EVTDESC100194;[From.GetTitledFirstName] получает от меня необходимые сведения. Я осторожичаю, не желая раскрывать слишком много, но боязнь слухов вынуждает меня проявить сговорчивость и я говорю слишком много. Но всё это к лучшему, [From.GetTitledFirstName] соглашается помочь мне, но хочет компенсацию на случай, если что-то пойдёт не так.;x
EVTOPTA100194;Друзья помогают друг другу, а не торгуются!;x
EVTTOOLTIPA100195;попытается получить плату от персонажа [Root.GetTitledFirstName] за свою помощь;x
EVTOPTB100194;Я дам Вам всё, что захотите, только, пожалуйста, помогите мне!;x
EVTTOOLTIPB100195;получит плату за свою помощь в решении проблемы с безумным шантажистом персонажа [Root.GetTitledFirstName];x
EVTDESC100195;[From.GetTitledFirstName] заслуживает помощи. Я помогу [From.GetHerHim] с вымогателем, если получу плату за это. У меня уже есть план.;x
EVTOPTA100195;Нет денег, нет помощи.;x
EVTOPTB100195;Приятно иметь с Вами дело. Вот, как мы поступим...;x
EVTDESC100200;Я знаю о мечах только то, что это "длинные, острые штуки, которыми тыкают людей, когда хотят их убить, особенно на дуэли или на войне". Если кто-то и может рассказать мне больше о них и научить ими пользоваться, то это должен быть один из моих лучших друзей, которому я смогу доверять и который не станет издеваться надо мной.;x
EVTOPTA100200;Я должен попросить его о помощи.;x
EVTTOOLTIP100201;получил просьбу от персонажа [Root.GetTitledFirstName] в совершенствовании навыков обращения с мечом;x
EVTOPTB100200;А, может быть, я и сам смогу... АЙ!;x
EVTDESC100201;Я видел, как [From.GetTitledFirstName] обращается с мечом, это было ужасно. Большую часть времени казалось, что он забывал, какая сторона острая! Не знаю смеяться мне или плакать над таким неумением. Кажется, [From.GetTitledFirstName] думает, что я смогу научить его всему, что знаю.;x
EVTOPTA100201;Ну... я могу попробовать...;x
EVTTOOLTIP100202;[Root.GetTitledFirstName] неохотно пытается научить персонажа [This.GetTitledFirstName] пользоваться мечом;x
EVTOPTB100201;Бросьте Вы это дело. Это явно не для Вас.;x
EVTTOOLTIP100203;разочарован, но принимает то, что [Root.GetTitledFirstName] отказывается обучать его;x
EVTOPTC100201;Я рискую своей жизнью, хотелось бы компенсацию.;x
EVTTOOLTIP100204;обдумывает просьбу персонажа [Root.GetTitledFirstName];x
EVTDESC100202;Потребовалось некоторое время, но через пару дней я уяснил, как держать меч. Дальше легче. После нескольких недель практики на манекене я наконец-то смог освоить основные приёмы. [From.GetTitledFirstName] впечатлён и согласился потренироваться со мной вместе.;x
EVTOPTA100202;Я все еще плохо обращаюсь с мечами, но уже лучше, чем раньше.;x
EVTDESC100203;"Вы угрожаете мечом, даже не зная, с какого конца его нужно держать и как наносить удар. Грустно говорить это, но мне кажется, что Вас невозможно чему-то научить."\n[From.GetTitledFirstName] не жалел слов, говоря мне, каким бестолковым я был, и что мечи - это для "настоящих мужчин".;x
EVTOPTA100203;Я докажу! Дайте мне меч... AЙ!;x
EVTDESC100204;[From.GetTitledFirstName] отказался учить меня, если я не заплачу ему и не буду следовать каждому его слову. [From.GetSheHeCap] сказал мне, что я могу ему навредить, а золото покроет расходы на лекаря в случае, если они потребуются.;x
EVTOPTA100204;Вы же не ожидаете худшего? Я уверен, всё будет хорошо.;x
EVTTOOLTIPA100205;[Root.GetTitledFirstName] не готов заплатить персонажу [This.GetTitledFirstName] за его помощь;x
EVTOPTB100204;В этом есть смысл, только научите меня уже!;x
EVTTOOLTIPB100205;[Root.GetTitledFirstName] согласен с требованиями и мерам предосторожности, высказанными персонажем [This.GetTitledFirstName];x
EVTDESC100205;[From.GetTitledFirstName] совсем не умеет обращаться с мечом. Обучение его этому может оказаться самой опасной работой в мире. Я сказал ему об этом - что мне бы хотелось принять некоторые меры предосторожности. Я боюсь, что он может навредить мне, хоть и неумышленно.;x
EVTOPTA100205;[From.GetTitledFirstName] не согласен с этим, я отказался помочь.;x
EVTOPTB100205;[From.GetTitledFirstName] увидел в этом смысл и согласился.;x
EVTTOOLTIPC100205;Под тщательным наблюдением персонажа [Root.GetTitledFirstName], [This.GetTitledFirstName] учится обращаться с мечом;x
EVTDESC100210;Мне стоит взглянуть на постройки округа [Root.Location.GetName] и подумать, как их укрепить, на случай военного вторжения. Я плохо в этом понимаю, но друг, искушённый в подобном вопросе, может мне помочь.;x
EVTOPTA100210;Так чего ж я жду? Осады? Пора обратиться к другу!;x
EVTTOOLTIP100211;говорит, что персонаж [Root.GetTitledFirstName] думает об укреплениях округа [Root.Location.GetName];x
EVTOPTB100210;Может быть, новая башня? Или стена? Я подумаю над этим.;x
EVTDESC100211;Здания, которые [From.GetTitledFirstName] пытается укрепить, следовало бы снести и заменить на более крепкие, но [From.GetTitledFirstName] настаивает на том, что и с ними можно что-то сделать. Я высказываю [From.GetHerHim] своё мнение об этих постройках.;x
EVTOPTA100211;Материалы от старых построек пойдут на возведение новых.;x
EVTTOOLTIP100212;испытывает благодарность к персонажу [Root.GetTitledFirstName] за помощь с постройками;x
EVTOPTB100211;Ничего нельзя сделать! Лучше снесите их, пока не развалились.;x
EVTTOOLTIP100213;испытывает разочарование в персонаже [Root.GetTitledFirstName] из-за отказа дать полезный совет;x
EVTOPTC100211;Стоимость восстановления будет огромной, я хочу свою долю.;x
EVTTOOLTIP100214;рассматривает предложение персонажа [Root.GetTitledFirstName];x
EVTDESC100212;Мы ничего не можем сделать с постройками, кроме как снести их и использовать материал от сноса для строительства новых зданий с лучшими укреплениями. Это так, как я себе это представляю.\nС идеями, которые [From.GetTitledFirstName] излагает, и сэкономленными материалами, новые здания действительно затмят прежние.;x
EVTOPTA100212;Это прекрасно! Спасибо, Вам!;x
friendly_innovations;Дружественные Инновации;x
EVTDESC100213;Сколько раз можно повторять? Эти улучшения принесут наибольшую выгоду! Но [From.GetTitledFirstName] относится скептично ко всем моим идеям, называя здания "безнадежными" и "угрозой для всех". "Снесите их и отстройте заново" - вот [From.GetHersHis] совет.;x
EVTOPTA100213;Но... это будет стоить слишком много!;x
EVTDESC100214;"Ремонт старых зданий будет дорого обойдётся, и даже если их отремонтируют, я не дам гарантию, что они выдержат осаду. Снесите их, спасите столько материала, сколько сможете, и постройте заново. Это будет кое-чего стоить, и если Вы хотите моей помощи, это будет стоить немного больше."\n[From.GetTitledFirstName] предлагает отказаться от старых зданий и моих планов по их укреплению.;x
EVTOPTA100214;Тогда я ничего не смогу сделать с ними.;x
EVTTOOLTIPA100215;[Root.GetTitledFirstName] отклоняет предложение персонажа [This.GetTitledFirstName];x
EVTOPTB100214;Если это самая лучшая идея, мне придется на это пойти;x
EVTTOOLTIPB100215;получает деньги от персонажа [Root.GetTitledFirstName] за помощь со сносом и возведением новых зданий;x
EVTDESC100215;После моего совета, что лучшим способом было бы снести здания, и сколько будет стоить возведение новых, включая мою долю, [From.GetTitledFirstName] продолжает молчать. Я уже думаю подтолкнуть [From.GetHersHis], [From.GetSheHe], возможно, не помнит, что я рядом... И вот [From.GetSheHe] наконец отвечает.;x
EVTOPTA100215;[From.GetTitledFirstName] отвергает мою идею.;x
EVTOPTB100215;[From.GetTitledFirstName] соглашается, я получу свою долю.;x
EVTDESC100220;Последнее время моя еда стала иметь странный вкус и я ем меньше и меньше из-за страха отравиться. Я не доверию поиск отравителя своему шпиону, и единственный, на кого я могу рассчитывать - мой друг.;x
EVTOPTA100220;С моим другом я найду отравителя и положу этому конец!;x
EVTTOOLTIP100221;убежден(а), что кто-то пытается отравить персонажа [Root.GetTitledFirstName];x
EVTOPTB100220;Хватит паранойи, еда прекрасна.;x
EVTDESC100221;Всё это звучало, как очередной параноидальный бред, который обычно несет [From.GetTitledFirstName], но мне пришлось согласиться, приняв [From.GetHersHis] приглашение на ужин. Пища имела странный вкус и еще более странное послевкусие. Кто-то, возможно, пытается отравить [From.GetHersHis]!;x
EVTOPTA100221;Вам нужна моя помощь, и Вы её получите!;x
EVTTOOLTIP100222;рад(а), что [Root.GetTitledFirstName] верит в возможность отравления;x
EVTOPTB100221;Я чувствую себя прекрасно! Вкус странноват, но она не отравлена!;x
EVTTOOLTIP100223;разочарован(а) тем, что [Root.GetTitledFirstName] не верит, что кто-то пытается отравить [Root.GetHersHis];x
EVTOPTC100221;Дайте мне несколько монет, и я выясню это в кратчайшие сроки!;x
EVTTOOLTIP100224;обдумывает, стоит ли это того или нет;x
EVTDESC100222;[From.GetTitledFirstName] допускает, что вкус у пищи странный, но этого не достаточно для уверенности в том, что кто-то пытается меня отравить. Я даю [From.GetHerHim] разрешение говорить и допрашивать того, кого [From.GetSheHe] считает нужным, и повар признался, что использовал протухшее мясо, но пытался скрыть вкус большим количеством специй, некоторые их них были ядовитые, если не использовать их в меру.;x
EVTOPTA100222;Повар не хотел отравить меня, но был к этому близок.;x
EVTDESC100223;"О чем вы говорите? Яд? Вы, должно быть, шутите, у этого тушёного мяса отличный вкус. Может быть, нужно немного больше соли!"\n[From.GetTitledFirstName] отмахивается от моей проблемы, оставляя меня наедине с моими тревогами.;x
EVTOPTA100223;Отравитель желает убить меня!;x
EVTDESC100224;Чтобы полностью удостовериться, была ли пища отравлена, [From.GetTitledFirstName] требует дорогостоящие инструменты, за которые мне нужно заплатить. Хотя пища странная на вкус, я не чувствую себя так уж плохо. Вопрос в том, действительно ли хочу я это знать?;x
EVTOPTA100224;Неважно. Это слишком дорого!;x
EVTTOOLTIPA100225;принимает решение, которое предлагает [Root.GetTitledFirstName];x
EVTOPTB100224;Конечно я хочу знать! Берите деньги!;x
EVTTOOLTIPB100225;берет только то, что нужно персонажу [This.GetTitledFirstName] для расходов на исследование;x
EVTDESC100225;Это был тонкий блеф с моей стороны - сказать, что мне необходимы дорогие инструменты, чтобы определить яд в пище. Стоило мне попробовать еду, сразу стало понятно - этот вкус тухлого мяса, плохо прикрытый огромным количеством специй, от которых слезились глаза. Пусть [From.GetTitledFirstName] решает, пойти ли на риск отравления или заплатить мне.;x
EVTOPTA100225;Мне казалось, [From.GetTitledFirstName] больше тревожится...;x
EVTOPTB100225;[From.GetTitledFirstName] одобряет цену.;x
EVTTOOLTIP100226;вне себя от радости от сведений персонажа [Root.GetTitledFirstName];x
EVTDESC100226;Получив нужные средства, [From.GetTitledFirstName] начинает своё исследование и вскоре я получаю результат: в блюде повар использовал тухлое мясо и пытался прикрыть его вкус множеством специй, в большом количестве которые могли стать ядом. Как результат, повар отправится в тюрьму.;x
EVTOPTA100226;Как же я теперь найду нового повара?;x
EVTDESC100230;Священники постоянно донимают меня своей религией и пожертвованиями. Независимо от того, что я делаю, обещаю больше молиться или читать Священное Писание, они не оставляют меня в покое!;x
EVTOPTA100230;Пожалуйста, кто-нибудь, избавьте меня от них!;x
EVTTOOLTIP100231;слышит просьбу персонажа [Root.GetTitledFirstName] о помощи;x
EVTOPTB100230;О, [Root.Religion.GetRandomGodName], я стану истинным верующим!;x
EVTDESC100231;Любопытно. [From.GetTitledFirstName] постоянно в окружении священников. Они не оставляют [From.GetHersHis] в покое, независимо от того, что [From.GetSheHe] обещает делать и не важно, сколько денег жертвует.;x
EVTOPTA100231;Я знаю, что [From.GetSheHe] может сделать!;x
EVTTOOLTIP100232;успокаивается от того, что [Root.GetTitledFirstName] находит решение проблемы персонажа [This.GetTitledFirstName];x
EVTOPTB100231;Я не хочу делать ничего, что могло бы расстроить священников.;x
EVTTOOLTIP100233;переживает из-за того, что священники так напугали персонажа [Root.GetTitledFirstName];x
EVTOPTC100231;Хотите мой совет? Но это будет кое-чего Вам стоить.;x
EVTTOOLTIP100234;прислушивается к тому, что [Root.GetTitledFirstName] хочет сказать;x
EVTDESC100232;"Все священники заботятся о деньгах. Когда они придут, дайте им милостыню, и они оставят Вас в покое на несколько недель, если не на месяцы, опасаясь быть в грехе: ни один священник не хочет быть уличённым в жадности."\n[From.GetTitledFirstName] советует мне это вполне обоснованно и я решаю попробовать.;x
EVTOPTA100232;Так им нужны деньги? Отлично!;x
EVTOPTB100232;Не только священники жадные...;x
pious_priests;Любящие деньги священники;x
EVTDESC100233;Кажется, будто никто не хочет мне помочь, боясь расстроить священников, даже мой друг - [From.GetTitledFirstName]!;x
EVTOPTA100233;Приставания священников становятся невыносимы!;x
EVTDESC100234;[From.GetTitledFirstName] хочет поделиться со мной своим планом по поводу назойливых священников. Проблема, однако, в том, что [From.GetTitledFirstName] хочет деньги за свои советы!;x
EVTOPTA100234;Платить за советы? Не будет такого!;x
EVTTOOLTIPA100235;принимает решение обойтись без советов персонажа [Root.GetTitledFirstName];x
EVTOPTB100234;Кого заботят деньги? Просто скажите!;x
EVTTOOLTIPB100235;рад(а), что [Root.GetTitledFirstName] решает разобраться с этим прежде, чем пожалеет;x
EVTDESC100235;[From.GetTitledFirstName] получит от меня простой совет: "Достаточно заплатить священникам и они отстанут, возможно, на несколько недель." Я могу поделиться им бесплатно, но хочу проверить, насколько сильно [From.GetTitledFirstName] хочет, чтобы [From.GetHersHis] оставили в покое, потребовав за совет деньги.;x
EVTOPTA100235;Мне казалось, у н[From.GetHersHis] куда больше терпения.;x
EVTOPTB100235;[From.GetSheHeCap] презрительно бросает мне деньги.;x
EVTDESC100240;Мысль о том, дать ли мне обет безбрачия, интригует, тем более я чувствую, что у меня более чем достаточно детей. Один мой знакомый дал обет безбрачия не так давно, я думаю, что заставило его принять это решение?;x
EVTOPTA100240;Я хочу узнать побольше о безбрачии.;x
EVTTOOLTIP100241;У [Root.GetTitledFirstName] много вопросов к персонажу [This.GetTitledFirstName] по поводу целибата;x
EVTOPTB100240;С другой стороны, о чём [Root.GetSheHe] думает?!;x
EVTTOOLTIP100242;[Root.GetTitledFirstName] расстраивает персонажа [This.GetTitledFirstName], осуждая [This.GetHersHis] образ жизни.;x
EVTOPTC100240;Нет, целибат не для меня.;x
EVTDESC100241;Моё решение принять обет безбрачия - очень личное, и я чувствую себя немного не в своей тарелке, отвечая на вопросы, которые задаёт мне об этом [From.GetTitledFirstName]. Я пытаюсь объяснить, так тщательно, как могу, а [From.GetSheHe] внимательно слушает всё, что я говорю.;x
EVTOPTA100241;Не думаю, что обет безбрачия Вам подойдет.;x
EVTTOOLTIP100243;разочарован(а) тем, что [Root.GetTitledFirstName] считает, что у н[This.GetHersHis] не хватит воли для целибата;x
EVTOPTB100241;Каждый должен попробовать это!;x
EVTTOOLTIP100244;благодарит персонажа [Root.GetTitledFirstName] за то, что тот нашёл время ответить на вопросы о безбрачии.;x
EVTDESC100242;Мне казалось, [From.GetTitledFirstName] обладает достаточным чувством такта, чтобы не критиковать публично чей-либо образ жизни, особенно своего друга. Да, целибат - мой выбор и я горжусь им. Но я никогда не стану осуждать чей бы то ни было жизненный выбор, не важно, каково мое мнение по этому вопросу!;x
EVTOPTA100242;В другой раз говорите со мной лично, прежде чем болтать при всех!;x
EVTDESC100243;[From.GetTitledFirstName] говорит мне: "Таково моё решение - прожить жизнь в безбрачии, но выбор этот нелёгок. Независимо от того, что я Вам скажу, только Вы сами можете решить, и, честно говоря, я не думаю, что безбрачие Вам подходит."\nГорькая правда, которая заставила меня пересмотреть своё мнение о целибате.;x
EVTOPTA100243;Вы правы, целибат не для меня.;x
EVTDESC100244;"Вы должны выбрать безбрачие, и если Вы это сделаете, Вы должны будете бороться с соблазнами каждый день в течение всей жизни. Вы будете воздерживаться от большего удовольствия, чем знаете сейчас, но награда выше всякого удовольствия. С Вами [Root.Religion.GetRandomGodName]!"\n[From.GetTitledFirstName] говорит честно и даёт мне понять, насколько важно моё решение.;x
EVTOPTA100244;Со мной [Root.Religion.GetRandomGodName]!;x
EVTTOOLTIP5062;На пути к Обету безбрачия;x
EVTOPTB100243;Я не буду спешить с выбором, не обдумав... еще не время...;x
EVTDESC100250;Внутренние противоречия терзают меня каждый день - что выбрать, удовольствия сейчас или после смерти? В некоторые дни я чувствую, что целибат - мой путь, в другие мне не хватает удовольствий. Сегодня я больше чувствую склонность к гедонизму, чем к обету безбрачия.;x
EVTOPTA100250;Хочу ли я поощрения или порицания?;x
EVTTOOLTIP100251;находит интересным метания персонажа [Root.GetTitledFirstName];x
EVTOPTB100250;Я не хочу стать гедонистом, как мой друг!;x
EVTTOOLTIP100252;расстроен тем, что [Root.GetTitledFirstName] осуждает что-то, о чём ничего не знает;x
EVTOPTC100250;Я... не могу... решить... сейчас.;x
EVTDESC100251;Я точно знаю, как [From.GetTitledFirstName] чувствует себя сейчас, пытаясь решить, хочет ли [From.GetSheHe] рай на Земле или в загробной жизни. Удовольствие - это всё для меня, и когда я вижу, как [From.GetTitledFirstName] борется с собой, я думаю, что это, может быть, единственный раз, когда можно [From.GetHersHis] убедить.;x
EVTOPTA100251;[From.GetTitledFirstName] никогда не простит меня.;x
EVTTOOLTIP100253;Пусть [From.GetTitledFirstName] борется с этим самостоятельно.;x
EVTOPTB100251;Убедить [From.GetHersHis] будет проще простого.;x
EVTTOOLTIP100254;легко манипулируется персонажем [Root.GetTitledFirstName];x
opinion_confused;Смущенный;x
EVTDESC100252;Моё счастье - знать, что рай может быть и на Земле, а не только на Небесах, и я скорее предпочту прожить свою жизнь в удовольствиях, чем в боли и борьбе только ради того, чтобы МОЖЕТ БЫТЬ попасть на Небеса после смерти. Мнение других людей о моём образе жизни редко беспокоит меня, но когда выяснилось, что мой друг [From.GetTitledFirstName] не хочет стать гедонистом, как я, это меня задело.;x
